iteration,latency_ms
0,2.435333008179441
1,1.1911250039702281
2,1.1011659953510389
3,1.1122089927084744
4,1.5256670012604445
5,2.172708002035506
6,1.0427920060465112
7,0.8799579954938963
8,0.8057920058490708
9,0.8617919957032427
10,0.964082995778881
11,1.4326250093290582
12,1.1837919882964343
13,1.1603750026552007
14,1.1242089967709035
15,1.412458994309418
16,0.658207995002158
17,0.6423750019166619
18,0.6199169874889776
19,0.5789999995613471
20,0.6030829972587526
21,0.6234589964151382
22,0.720500000170432
23,0.6072499963920563
24,0.5125830066390336
25,0.41687500197440386
26,0.48683299974072725
27,0.8026249997783452
28,0.6192500004544854
29,0.40370899660047144
30,0.498042005347088
31,0.6953340052859858
32,0.9187500108964741
33,0.727167003788054
34,0.4952500021317974
35,0.4893329896731302
36,0.42287498945370317
37,0.4124999977648258
38,0.42787499842233956
39,0.5064579891040921
40,0.5059579998487607
41,0.4645000008167699
42,0.505667005199939
43,0.45916601084172726
44,0.40216700290329754
45,0.3904170007444918
46,0.5035830108681694
47,0.3914580011041835
48,0.5186659982427955
49,0.4807499935850501
50,0.4281250003259629
51,0.4108749999431893
52,0.421124990680255
53,0.49258299986831844
54,0.36299999919719994
55,0.38049998693168163
56,0.4065829998580739
57,0.3692919999593869
58,0.49412500811740756
59,0.3941249888157472
60,0.3777499950956553
61,0.3566250088624656
62,0.36016599915456027
63,0.3639589995145798
64,0.39933298830874264
65,0.3672919992823154
66,0.3791249910136685
67,0.43908299994654953
68,0.4083749954588711
69,49.55020900524687
70,0.465292003354989
71,0.4063330125063658
72,0.40354099473915994
73,0.4494579916354269
74,0.4351249954197556
75,0.4860829940298572
76,0.5837500066263601
77,0.45937500544823706
78,0.38020800275262445
79,0.458042006357573
80,0.4261659923940897
81,0.45287499960977584
82,0.4174160130787641
83,0.3770840121433139
84,0.44641600106842816
85,0.5689999961759895
86,0.4571659956127405
87,0.45279199548531324
88,0.40591599827166647
89,0.4301250010030344
90,0.3843329905066639
91,0.4354590055299923
92,0.3967910015489906
93,0.3879160067299381
94,0.47658299445174634
95,0.46633300371468067
96,0.4097499913768843
97,0.4472919972613454
98,0.40566601091995835
99,0.40270799945574254
