iteration,latency_ms
0,82.37829200515989
1,1.9820839952444658
2,1.6848340019350871
3,3.032084001461044
4,1.6382499889004976
5,1.6088749980553985
6,1.56958399747964
7,1.6078339976957068
8,1.5977089933585376
9,1.692417004960589
10,1.6952079895418137
11,1.6560419899178669
12,1.7415409965906292
13,1.7247910000151023
14,1.6187500004889444
15,2.0944999996572733
16,75.55775000946596
17,4.133082999032922
18,3.385167001397349
19,3.086124997935258
20,3.232708011637442
21,3.354332991875708
22,3.152625009533949
23,2.77875000028871
24,80.13454100000672
25,4.436999995959923
26,3.477707999991253
27,3.186709000146948
28,3.3601250033825636
29,3.178500002832152
30,81.26670800265856
31,2.8112080035498366
32,1.8766249995678663
33,1.704750000499189
34,1.875957997981459
35,1.555249997181818
36,2.3725829960312694
37,1.6241669945884496
38,1.3877919991500676
39,1.5303749969461933
40,2.3094170028343797
41,1.95220900059212
42,1.8212919967481866
43,1.9771670049522072
44,2.045917004579678
45,1.9655420037452132
46,68.12908299616538
47,2.206082994234748
48,2.484875003574416
49,1.9962079968536273
50,2.390958004980348
51,2.0634579996112734
52,1.906667006551288
53,1.6890000115381554
54,2.4657920002937317
55,2.757041991571896
56,3.060250004637055
57,76.52041599794757
58,3.0629999964730814
59,2.8705410077236593
60,3.1742080027470365
61,2.742624987149611
62,2.7619589964160696
63,2.6770830008899793
64,2.969207998830825
65,2.262042005895637
66,2.6661669980967417
67,77.5612919969717
68,3.9683340000919998
69,3.5138340026605874
70,3.2988339953590184
71,2.6413750019855797
72,3.056625006138347
73,2.8256660007173195
74,2.482166004483588
75,1.9330000068293884
76,2.3013750032987446
77,70.09762500820216
78,3.012874993146397
79,4.963790997862816
80,2.808250006637536
81,2.944666994153522
82,3.171040996676311
83,81.86708300490864
84,2.8162090020487085
85,1.7839159991126508
86,1.5477500128326938
87,2.051957999356091
88,1.755792007315904
89,1.9941250066040084
90,2.0746660011354834
91,2.6752919948194176
92,1.8538340082159266
93,1.2503750040195882
94,1.354125008219853
95,1.4591670042136684
96,80.37500000500586
97,3.13220800308045
98,2.648124995175749
99,3.1792910012882203
