iteration,latency_ms
0,80.86645799630787
1,81.60895798937418
2,85.55708300264087
3,84.855624998454
4,84.20387499791104
5,81.41133299795911
6,82.81016700493637
7,83.35354200971778
8,83.02033301151823
9,83.6201659985818
10,81.52291699661873
11,84.43037499091588
12,86.59079200879205
13,89.61762499529868
14,80.85679198848084
15,82.90987499640323
16,81.99279199470766
17,85.05491699906997
18,81.70091599458829
19,78.71016599528957
20,81.10670799214859
21,80.81204199697822
22,81.3023329974385
23,82.44387499871664
24,80.27370800846256
25,82.02337499824353
26,84.87174999027047
27,86.56725000764709
28,81.40958299918566
29,79.59762499376666
30,79.94095800677314
31,80.19066700944677
32,82.2942079976201
33,82.29908300563693
34,81.31270899320953
35,79.08258298994042
36,79.65662500646431
37,83.08712500729598
38,81.81862501078285
39,82.00941700488329
40,84.51395899464842
41,85.84450000489596
42,82.13312498992309
43,82.14308301103301
44,80.53558299434371
45,79.84016700356733
46,79.64850000280421
47,81.63845899980515
48,84.3942499923287
49,80.8994580002036
50,83.46116699976847
51,81.99724998848978
52,90.37712500139605
53,84.45379200566094
54,86.18958300212398
55,85.93962500162888
56,80.78904099238571
57,81.72454200393986
58,82.52341700426769
59,80.38687499356456
60,81.01637499930803
61,79.43216699641198
62,80.64762499998324
63,80.373792006867
64,80.29433300544042
65,80.85108399973251
66,79.63925000512972
67,82.1507090004161
68,86.02720800263342
69,88.85308299795724
70,79.75570799317211
71,80.30000000144355
72,82.6395420008339
73,81.57749999372754
74,80.63150000816677
75,79.00845899712294
76,81.80362499842886
77,81.32912499422673
78,84.72025000082795
79,82.26783300051466
80,78.64341601089109
81,83.03795800020453
82,85.19662500475533
83,86.99679101118818
84,81.36704200296663
85,80.5260420020204
86,80.00520900532138
87,80.1512920006644
88,82.44491700315848
89,81.39754200237803
90,80.89341699087527
91,79.84179200138897
92,79.8322500049835
93,84.97808399260975
94,81.50329199270345
95,81.49929200590122
96,84.9667500006035
97,86.0252090060385
98,82.1120000036899
99,81.11237500270363
